locationid,objectid,title,TypesofArt,constituentid,displaydate,forwarddisplayname,preferreddisplayname,displaydate_x,nationality,visualbrowsernationality,displayorder,roletype,role,prefix,suffix,displaydate_y,beginyear,endyear,country,medium,creditline,dimensions,site,room,publicaccess,description,unitposition,iiifurl,iiifthumburl
9271,62546,Cow Lowing over a Fence,Sculpture,5550,"model c. 1845/1864, cast possibly by 1865",Christophe Fratin,"Fratin, Christophe","French, 1801 - 1864",French,French,1,artist,artist,,,,,,,bronze,Collection of Mr. and Mrs. Paul Mellon,"overall: 25.3 x 40.5 x 6 cm (9 15/16 x 15 15/16 x 2 3/8 in.)
framed: 28 x 44 x 6 cm (11 x 17 5/16 x 2 3/8 in.)",West Building,G-008,1,West Ground Floor Gallery 8,S,https://api.nga.gov/iiif/12824cd1-214e-401a-aa9b-8405e14cebbb,"https://api.nga.gov/iiif/12824cd1-214e-401a-aa9b-8405e14cebbb/full/!200,200/0/default.jpg"
9271,132515,Leopard,Sculpture,39083,model 1831,Antoine-Louis Barye,"Barye, Antoine-Louis","French, 1795 - 1875",French,French,1,artist,artist,,,,,,,bronze,Gift of Elizabeth L. Klee,overall: 7.5 x 13.5 cm (2 15/16 x 5 5/16 in.),West Building,G-008,1,West Ground Floor Gallery 8,S,https://api.nga.gov/iiif/8505ecfd-2fe0-4072-b461-cca4821898b0,"https://api.nga.gov/iiif/8505ecfd-2fe0-4072-b461-cca4821898b0/full/!200,200/0/default.jpg"
9271,127746,The Indian Huntress (La chasseresse indienne),Sculpture,27496,"model by 1841, cast 1840s",Charles Cumberworth,"Cumberworth, Charles","French, 1811 - 1852",French,French,1,artist,sculptor,,,,,,,bronze,Gift of David and Constance Yates in honor of the re-installation of the European Sculpture Galleries,overall: 37.5 cm (14 3/4 in.),West Building,G-008,1,West Ground Floor Gallery 8,S,https://api.nga.gov/iiif/c6010ebb-3998-49c2-8651-638d6f70fc6a,"https://api.nga.gov/iiif/c6010ebb-3998-49c2-8651-638d6f70fc6a/full/!200,200/0/default.jpg"
9271,69366,Juno with Her Peacock,Sculpture,39083,"model c. 1840, cast after 1855",Antoine-Louis Barye,"Barye, Antoine-Louis","French, 1795 - 1875",French,French,1,artist,artist,,,,,,,bronze,"Gift of The Brown Foundation, Inc., Houston",overall: 28 x 38 x 15.1 cm (11 x 14 15/16 x 5 15/16 in.),West Building,G-008,1,West Ground Floor Gallery 8,S,https://api.nga.gov/iiif/24f4ba35-1837-4abb-9572-a96b57cae7f5,"https://api.nga.gov/iiif/24f4ba35-1837-4abb-9572-a96b57cae7f5/full/!200,200/0/default.jpg"
9271,64581,Lion of the July Column,Sculpture,39083,1836,Antoine-Louis Barye,"Barye, Antoine-Louis","French, 1795 - 1875",French,French,1,artist,sculptor,,,,,,,tinted terracotta,Gift of Asbjorn R. Lunde,"overall: 21 x 40.5 x 5.2 cm (8 1/4 x 15 15/16 x 2 1/16 in.)
framed: 37 x 58.5 x 4.8 cm (14 9/16 x 23 1/16 x 1 7/8 in.)",West Building,G-008,1,West Ground Floor Gallery 8,S,https://api.nga.gov/iiif/5cc3a77b-4ef2-48f9-a556-571ad90d6cb8,"https://api.nga.gov/iiif/5cc3a77b-4ef2-48f9-a556-571ad90d6cb8/full/!200,200/0/default.jpg"
9271,71562,The Espousal (The Passage of the Rhine),Sculpture,2075,"model 1890/1892, cast c. 1907",Aimé-Jules Dalou,"Dalou, Aimé-Jules","French, 1838 - 1902",French,French,1,artist,artist,,,,,,,bronze,"Gift of Patricia Bauman and John L. Bryant, Jr. in Honor of Douglas Lewis and in Honor of the 50th Anniversary of the National Gallery of Art",overall: 26.5 x 11.5 x 12.5 cm (10 7/16 x 4 1/2 x 4 15/16 in.),West Building,G-008,1,West Ground Floor Gallery 8,S,https://api.nga.gov/iiif/34996e05-ff81-440d-9af4-79209003b3fb,"https://api.nga.gov/iiif/34996e05-ff81-440d-9af4-79209003b3fb/full/!200,200/0/default.jpg"
8860,131090,France Mourning the President of the Republic [reverse],Sculpture,25088,1894,Louis-Oscar Roty,"Roty, Louis-Oscar","French, 1846 - 1911",French,French,1,artist,medalist,,,,,,,bronze medal,Anonymous Gift,overall (rectangular): 7.78 × 5.72 cm (3 1/16 × 2 1/4 in.),West Building,G-001-C,1,West Ground Floor Gallery 1C,N,https://api.nga.gov/iiif/cab86863-cf61-49b5-b167-7f4127d20cff,"https://api.nga.gov/iiif/cab86863-cf61-49b5-b167-7f4127d20cff/full/!200,200/0/default.jpg"
8860,131089,The Body of President Sadi Carnot Borne to the Panthéon [obverse],Sculpture,25088,1894,Louis-Oscar Roty,"Roty, Louis-Oscar","French, 1846 - 1911",French,French,1,artist,medalist,,,,,,,silvered bronze,Anonymous Gift,overall (rectangular): 7.78 × 5.72 cm (3 1/16 × 2 1/4 in.),West Building,G-001-C,1,West Ground Floor Gallery 1C,N,https://api.nga.gov/iiif/ab3c1fef-04f3-40b1-877d-e9e7c9bac959,"https://api.nga.gov/iiif/ab3c1fef-04f3-40b1-877d-e9e7c9bac959/full/!200,200/0/default.jpg"
8860,131091,The Greek Mint (Le frappeur grec) [obverse],Sculpture,28153,1920,Ovide Yencesse,"Yencesse, Ovide","French, 1869 - 1947",French,French,1,artist,medalist,,,,,,,bronze,Anonymous Gift,overall: 8.5 x 9.8 cm (3 3/8 x 3 7/8 in.),West Building,G-001-C,1,West Ground Floor Gallery 1C,N,https://api.nga.gov/iiif/accdd378-2983-4d40-8569-d26c96b31fee,"https://api.nga.gov/iiif/accdd378-2983-4d40-8569-d26c96b31fee/full/!200,200/0/default.jpg"
8860,131092,Tetradrachm of Syracuse on an Olive Branch [reverse],Sculpture,28153,1920,Ovide Yencesse,"Yencesse, Ovide","French, 1869 - 1947",French,French,1,artist,medalist,,,,,,,bronze medal,Anonymous Gift,overall: 8.5 x 9.8 cm (3 3/8 x 3 7/8 in.),West Building,G-001-C,1,West Ground Floor Gallery 1C,N,https://api.nga.gov/iiif/d52edc09-59f4-4fe5-a435-5ab38327c8bf,"https://api.nga.gov/iiif/d52edc09-59f4-4fe5-a435-5ab38327c8bf/full/!200,200/0/default.jpg"
8860,129053,"Edmond de Goncourt, 1822-1896, Writer and Critic",Sculpture,18520,c. 1891,Alexandre Charpentier,"Charpentier, Alexandre","French, 1856 - 1909",French,French,1,artist,medalist,,,,,,,bronze,Gift of Lisa Unger Baskin,"overall (rectangular): 6.49 x 4.54 cm (2 9/16 x 1 13/16 in.)
gross weight: 48.010 gr",West Building,G-001-C,1,West Ground Floor Gallery 1C,N,https://api.nga.gov/iiif/942bba22-5c67-41df-91c6-9cdd6c02d9a1,"https://api.nga.gov/iiif/942bba22-5c67-41df-91c6-9cdd6c02d9a1/full/!200,200/0/default.jpg"
8860,129808,The Torpedoing of the Tubantia [obverse],Sculpture,28014,1916,Walter Eberbach,"Eberbach, Walter","German, 1866 - 1944",German,German,1,artist,medalist,,,,,,,iron,Gift of Dr. Stephen K. and Janie Woo Scher,"overall (diameter): 7 cm (2 3/4 in.)
gross weight: 75.830 gr",West Building,G-001-C,1,West Ground Floor Gallery 1C,N,https://api.nga.gov/iiif/aaa6353e-7fb8-470d-b431-43d81e431221,"https://api.nga.gov/iiif/aaa6353e-7fb8-470d-b431-43d81e431221/full/!200,200/0/default.jpg"
8860,129809,Inscription [reverse],Sculpture,28014,1916,Walter Eberbach,"Eberbach, Walter","German, 1866 - 1944",German,German,1,artist,medalist,,,,,,,iron,Gift of Dr. Stephen K. and Janie Woo Scher,"overall (diameter): 7 cm (2 3/4 in.)
gross weight: 75.830 gr",West Building,G-001-C,1,West Ground Floor Gallery 1C,N,https://api.nga.gov/iiif/be5c357b-dee9-4390-abaf-f62cc881c855,"https://api.nga.gov/iiif/be5c357b-dee9-4390-abaf-f62cc881c855/full/!200,200/0/default.jpg"
8860,129810,Refugee Family [obverse],Sculpture,28015,1918,Ludwig Gies,"Gies, Ludwig","German, 1887 - 1966",German,German,1,artist,medalist,,,,,,,bronze,Gift of Dr. Stephen K. and Janie Woo Scher,"overall (diameter): 5.22 cm (2 1/16 in.)
gross weight: 35.100 gr",West Building,G-001-C,1,West Ground Floor Gallery 1C,N,https://api.nga.gov/iiif/14e6820a-7efa-41e9-923a-5f9f74daa0dc,"https://api.nga.gov/iiif/14e6820a-7efa-41e9-923a-5f9f74daa0dc/full/!200,200/0/default.jpg"
8860,129811,Inscription [reverse],Sculpture,28015,1918,Ludwig Gies,"Gies, Ludwig","German, 1887 - 1966",German,German,1,artist,medalist,,,,,,,bronze,Gift of Dr. Stephen K. and Janie Woo Scher,"overall (diameter): 5.22 cm (2 1/16 in.)
gross weight: 35.100 gr",West Building,G-001-C,1,West Ground Floor Gallery 1C,N,https://api.nga.gov/iiif/3442fb6e-0411-450f-8614-b3cafdac62e9,"https://api.nga.gov/iiif/3442fb6e-0411-450f-8614-b3cafdac62e9/full/!200,200/0/default.jpg"
8860,129812,"Centennial of the Birth of Charles Darwin, 1809-1882 [obverse]",Sculpture,28016,1909,Karl Goetz,"Goetz, Karl","German, 1875 - 1950",German,German,1,artist,medalist,,,,,,,bronze,Gift of Dr. Stephen K. and Janie Woo Scher,"overall (diameter): 7.15 cm (2 13/16 in.)
gross weight: 124.350 gr",West Building,G-001-C,1,West Ground Floor Gallery 1C,N,https://api.nga.gov/iiif/71fc3a36-cbe5-45df-849d-883c56794f65,"https://api.nga.gov/iiif/71fc3a36-cbe5-45df-849d-883c56794f65/full/!200,200/0/default.jpg"
8860,131087,"Uriah P. Levy, 1792-1862, American Naval Officer",Sculpture,2079,1833,Pierre-Jean David d'Angers,"David d'Angers, Pierre-Jean","French, 1788 - 1856",French,French,1,artist,sculptor,,,,,,,bronze,Eugene L. and Marie-Louise Garbáty Fund,overall (diameter): 18 cm (7 1/16 in.),West Building,G-001-C,1,West Ground Floor Gallery 1C,N,https://api.nga.gov/iiif/2cf9915f-fbe1-4fa4-a9c6-9339e8adb95e,"https://api.nga.gov/iiif/2cf9915f-fbe1-4fa4-a9c6-9339e8adb95e/full/!200,200/0/default.jpg"
8860,131298,Monkey Contemplating a Human Skull in a Landscape [reverse],Sculpture,28016,1909,Karl Goetz,"Goetz, Karl","German, 1875 - 1950",German,German,1,artist,artist,,,,,,,bronze,Gift of Dr. Stephen K. and Janie Woo Scher,"overall (diameter): 7.15 cm (2 13/16 in.)
gross weight: 125.15 gr (0.276 lb.)",West Building,G-001-C,1,West Ground Floor Gallery 1C,N,https://api.nga.gov/iiif/20e1c0d0-4eea-46d6-84d9-0e7b94fd0408,"https://api.nga.gov/iiif/20e1c0d0-4eea-46d6-84d9-0e7b94fd0408/full/!200,200/0/default.jpg"
8860,130147,"Louis Philippe, 1773-1850, King of the French 1830-1848 [obverse]",Sculpture,28133,1842,Antoine Bovy,"Bovy, Antoine","Swiss, 1795 - 1877",Swiss,Swiss,1,artist,medalist,,,,,,,copper,Eugene L. and Marie-Louise Garbáty Fund,overall (diameter): 11 cm (4 5/16 in.),West Building,G-001-C,1,West Ground Floor Gallery 1C,N,https://api.nga.gov/iiif/42ba9907-a37b-4c31-8771-18a708b04002,"https://api.nga.gov/iiif/42ba9907-a37b-4c31-8771-18a708b04002/full/!200,200/0/default.jpg"
8860,130148,The Establishment of the French Railway System: The Law of 11 June 1842 [reverse],Sculpture,28133,1842,Antoine Bovy,"Bovy, Antoine","Swiss, 1795 - 1877",Swiss,Swiss,1,artist,medalist,,,,,,,copper,Eugene L. and Marie-Louise Garbáty Fund,overall (diameter): 11 cm (4 5/16 in.),West Building,G-001-C,1,West Ground Floor Gallery 1C,N,https://api.nga.gov/iiif/de0a233f-4213-4350-ba42-aeaa73cb341b,"https://api.nga.gov/iiif/de0a233f-4213-4350-ba42-aeaa73cb341b/full/!200,200/0/default.jpg"
8860,130152,"Madame Armande Dieudé Defly, 1785-1875",Sculpture,2056,"model 1863, probably cast 1891",Jean-Baptiste Carpeaux,"Carpeaux, Jean-Baptiste","French, 1827 - 1875",French,French,1,artist,medalist,,,,,,,bronze,Eugene L. and Marie-Louise Garbáty Fund,overall (diameter): 18.7 cm (7 3/8 in.),West Building,G-001-C,1,West Ground Floor Gallery 1C,N,https://api.nga.gov/iiif/b66dd624-5970-4349-8b23-615e3c3556f8,"https://api.nga.gov/iiif/b66dd624-5970-4349-8b23-615e3c3556f8/full/!200,200/0/default.jpg"
8860,130154,Allegory of the Fight Against Death [reverse],Sculpture,18058,1906,Jules-Clément Chaplain,"Chaplain, Jules-Clément","French, 1839 - 1909",French,French,1,artist,medalist,,,,,,,silvered copper,Eugene L. and Marie-Louise Garbáty Fund,overall (diameter): 10.91 cm (4 5/16 in.),West Building,G-001-C,1,West Ground Floor Gallery 1C,N,https://api.nga.gov/iiif/30ebdf90-9f63-4a26-9cf5-999f9a2f4d47,"https://api.nga.gov/iiif/30ebdf90-9f63-4a26-9cf5-999f9a2f4d47/full/!200,200/0/default.jpg"
8860,130159,"Maurice Albert, 1854-1907",Sculpture,25088,1879,Louis-Oscar Roty,"Roty, Louis-Oscar","French, 1846 - 1911",French,French,1,artist,medalist,,,,,,,bronze,Eugene L. and Marie-Louise Garbáty Fund,overall (diameter): 12.1 cm (4 3/4 in.),West Building,G-001-C,1,West Ground Floor Gallery 1C,N,https://api.nga.gov/iiif/5b783acd-493c-40a1-aa3e-326e9e446f32,"https://api.nga.gov/iiif/5b783acd-493c-40a1-aa3e-326e9e446f32/full/!200,200/0/default.jpg"
8860,130162,"Centenary of the Maison Victor Canale in Paris, The Medalist at Work",Sculpture,28135,1927,Henry Dropsy,"Dropsy, Henry","French, 1885 - 1969",French,French,1,artist,medalist,,,,,,,bronze,Eugene L. and Marie-Louise Garbáty Fund,overall (diameter): 11.7 cm (4 5/8 in.),West Building,G-001-C,1,West Ground Floor Gallery 1C,N,https://api.nga.gov/iiif/06282fdf-4ac7-4e99-bf1e-85fa87c65b96,"https://api.nga.gov/iiif/06282fdf-4ac7-4e99-bf1e-85fa87c65b96/full/!200,200/0/default.jpg"
8860,130164,Inscription [reverse],Sculpture,28136,1867,Jean-Baptiste-Eugene Farochon,"Farochon, Jean-Baptiste-Eugene","French, 1812 - 1871",French,French,1,artist,medalist,,,,,,,copper,Eugene L. and Marie-Louise Garbáty Fund,overall (diameter): 4.8 cm (1 7/8 in.),West Building,G-001-C,1,West Ground Floor Gallery 1C,N,https://api.nga.gov/iiif/61e37ea2-1a04-44a3-a072-46820ae2dbbc,"https://api.nga.gov/iiif/61e37ea2-1a04-44a3-a072-46820ae2dbbc/full/!200,200/0/default.jpg"
8860,149529,"""Double Eagle"" Twenty Dollar Gold Piece [reverse]",Sculpture,2262,"model 1905-1907, struck 1907",Augustus Saint-Gaudens,"Saint-Gaudens, Augustus","American, born Ireland, 1848 - 1907",American,American,1,artist,artist,,,,,,,gold alloy,Gift of John Wilmerding,overall (diameter): 3.4 cm (1 5/16 in.),West Building,G-001-C,1,West Ground Floor Gallery 1C,N,https://api.nga.gov/iiif/a1c41678-95c4-42ac-b7ef-5bb042f216e6,"https://api.nga.gov/iiif/a1c41678-95c4-42ac-b7ef-5bb042f216e6/full/!200,200/0/default.jpg"
8860,139898,"""Double Eagle"" Twenty Dollar Gold Piece [obverse]",Sculpture,2262,"model 1905-1907, struck 1907",Augustus Saint-Gaudens,"Saint-Gaudens, Augustus","American, born Ireland, 1848 - 1907",American,American,1,artist,artist,,,,,,,gold alloy,Gift of John Wilmerding,overall (diameter): 3.4 cm (1 5/16 in.),West Building,G-001-C,1,West Ground Floor Gallery 1C,N,https://api.nga.gov/iiif/7b8486e8-d87a-47b6-8689-c45e59642462,"https://api.nga.gov/iiif/7b8486e8-d87a-47b6-8689-c45e59642462/full/!200,200/0/default.jpg"
8860,131088,Bather,Sculpture,18520,c. 1890,Alexandre Charpentier,"Charpentier, Alexandre","French, 1856 - 1909",French,French,1,artist,medalist,,,,,,,bronze,Eugene L. and Marie-Louise Garbáty Fund,overall: 15.2 x 13.7 cm (6 x 5 3/8 in.),West Building,G-001-C,1,West Ground Floor Gallery 1C,N,https://api.nga.gov/iiif/91652e29-1664-4351-8bf1-1fe3db42d8e6,"https://api.nga.gov/iiif/91652e29-1664-4351-8bf1-1fe3db42d8e6/full/!200,200/0/default.jpg"
8860,131277,Painting (La peinture) [obverse],Sculpture,18520,1897,Alexandre Charpentier,"Charpentier, Alexandre","French, 1856 - 1909",French,French,1,artist,medalist,,,,,,,silver,Gift of Mark and Lynne Hammerschlag,,West Building,G-001-C,1,West Ground Floor Gallery 1C,N,https://api.nga.gov/iiif/3c353950-7498-4913-bed3-2d1b21c37932,"https://api.nga.gov/iiif/3c353950-7498-4913-bed3-2d1b21c37932/full/!200,200/0/default.jpg"
8860,131278,Intertwined Branches of Laurel and Evergreen [reverse],Sculpture,18520,1897,Alexandre Charpentier,"Charpentier, Alexandre","French, 1856 - 1909",French,French,1,artist,medalist,,,,,,,bronze,Gift of Mark and Lynne Hammerschlag,,West Building,G-001-C,1,West Ground Floor Gallery 1C,N,https://api.nga.gov/iiif/5de53279-64f5-497e-a224-486c082725c4,"https://api.nga.gov/iiif/5de53279-64f5-497e-a224-486c082725c4/full/!200,200/0/default.jpg"
8860,130153,"Dr. Samuel Pozzi, 1846-1918, Physician [obverse]",Sculpture,18058,1906,Jules-Clément Chaplain,"Chaplain, Jules-Clément","French, 1839 - 1909",French,French,1,artist,medalist,,,,,,,silvered copper,Eugene L. and Marie-Louise Garbáty Fund,overall (diameter): 10.91 cm (4 5/16 in.),West Building,G-001-C,1,West Ground Floor Gallery 1C,N,https://api.nga.gov/iiif/3fa4e19a-66ca-49a8-a108-5983debd33c5,"https://api.nga.gov/iiif/3fa4e19a-66ca-49a8-a108-5983debd33c5/full/!200,200/0/default.jpg"
8860,130156,"Michel-Eugène Chevreul, 1786-1889, Chemist, Physicist, and Philosopher",Sculpture,25088,1886,Louis-Oscar Roty,"Roty, Louis-Oscar","French, 1846 - 1911",French,French,1,artist,medalist,,,,,,,bronze,Eugene L. and Marie-Louise Garbáty Fund,overall (diameter): 10 cm (3 15/16 in.),West Building,G-001-C,1,West Ground Floor Gallery 1C,N,https://api.nga.gov/iiif/4e10d336-750b-478e-961d-17a2d765543c,"https://api.nga.gov/iiif/4e10d336-750b-478e-961d-17a2d765543c/full/!200,200/0/default.jpg"
8860,130163,"Jean-Auguste-Dominique Ingres, 1780-1867, Artist [obverse]",Sculpture,28136,1867,Jean-Baptiste-Eugene Farochon,"Farochon, Jean-Baptiste-Eugene","French, 1812 - 1871",French,French,1,artist,medalist,,,,,,,copper,Eugene L. and Marie-Louise Garbáty Fund,overall (diameter): 4.8 cm (1 7/8 in.),West Building,G-001-C,1,West Ground Floor Gallery 1C,N,https://api.nga.gov/iiif/55a20c72-b6a8-4f80-85d0-ffe745eb60bd,"https://api.nga.gov/iiif/55a20c72-b6a8-4f80-85d0-ffe745eb60bd/full/!200,200/0/default.jpg"
8860,117644,The Body of President Sadi Carnot Borne to the Panthéon [obverse],Sculpture,25088,1894,Louis-Oscar Roty,"Roty, Louis-Oscar","French, 1846 - 1911",French,French,1,artist,medalist,,,,,,,bronze,Gift of Lisa and Leonard Baskin,"overall (rectangular): 8.08 x 5.76 cm (3 3/16 x 2 1/4 in.)
gross weight: 132.35 gr (0.292 lb.)",West Building,G-001-C,1,West Ground Floor Gallery 1C,N,https://api.nga.gov/iiif/90999e76-f2c6-40eb-80bd-606667effb29,"https://api.nga.gov/iiif/90999e76-f2c6-40eb-80bd-606667effb29/full/!200,200/0/default.jpg"
8860,117645,France Mourning the President of the Republic [reverse],Sculpture,25088,1894,Louis-Oscar Roty,"Roty, Louis-Oscar","French, 1846 - 1911",French,French,1,artist,medalist,,,,,,,bronze,Gift of Lisa and Leonard Baskin,"overall (rectangular): 8.08 x 5.76 cm (3 3/16 x 2 1/4 in.)
gross weight: 132.35 gr (0.292 lb.)",West Building,G-001-C,1,West Ground Floor Gallery 1C,N,https://api.nga.gov/iiif/aa4e99f2-53a4-4ff0-a9a9-cbe382cba07d,"https://api.nga.gov/iiif/aa4e99f2-53a4-4ff0-a9a9-cbe382cba07d/full/!200,200/0/default.jpg"
8860,117646,"Alexandre-Charles Monod, 1843-1921, Surgeon at L'Hôpital de St-Antoine [obverse]",Sculpture,18520,c. 1906,Alexandre Charpentier,"Charpentier, Alexandre","French, 1856 - 1909",French,French,1,artist,artist,,,,,,,bronze,Gift of Lisa and Leonard Baskin,"overall (rectangular): 6.04 x 5.44 cm (2 3/8 x 2 1/8 in.)
gross weight: 98.41 gr (0.217 lb.)",West Building,G-001-C,1,West Ground Floor Gallery 1C,N,https://api.nga.gov/iiif/4dd01dfa-ac7a-4591-bd94-5872fc35d589,"https://api.nga.gov/iiif/4dd01dfa-ac7a-4591-bd94-5872fc35d589/full/!200,200/0/default.jpg"
8860,117647,Monod Demonstrating a Procedure in the Operating Theatre [reverse],Sculpture,18520,c. 1906,Alexandre Charpentier,"Charpentier, Alexandre","French, 1856 - 1909",French,French,1,artist,artist,,,,,,,bronze,Gift of Lisa and Leonard Baskin,"overall (rectangular): 6.04 x 5.44 cm (2 3/8 x 2 1/8 in.)
gross weight: 98.41 gr (0.217 lb.)",West Building,G-001-C,1,West Ground Floor Gallery 1C,N,https://api.nga.gov/iiif/a76d62db-0ac7-400a-8fd6-8457acea250f,"https://api.nga.gov/iiif/a76d62db-0ac7-400a-8fd6-8457acea250f/full/!200,200/0/default.jpg"
8714,88615,"The Island and Bridge of San Bartolomeo, Rome",Painting,1169,1825/1828,Jean-Baptiste-Camille Corot,"Corot, Jean-Baptiste-Camille","French, 1796 - 1875",French,French,1,artist,painter,,,,,,,oil on paper on canvas,Patrons' Permanent Fund,"overall: 27 x 43.2 cm (10 5/8 x 17 in.)
framed: 50.8 x 66.4 x 7.6 cm (20 x 26 1/8 x 3 in.)",West Building,M-092,1,West Main Floor Gallery 92,E,https://api.nga.gov/iiif/b65ea558-0cd2-4abc-8a76-56d9b6c44f7f,"https://api.nga.gov/iiif/b65ea558-0cd2-4abc-8a76-56d9b6c44f7f/full/!200,200/0/default.jpg"
8714,46484,Portrait of a Young Girl,Painting,1169,1850 or 1859,Jean-Baptiste-Camille Corot,"Corot, Jean-Baptiste-Camille","French, 1796 - 1875",French,French,1,artist,artist,,,,,,,oil on canvas,Chester Dale Collection,"overall: 25.2 x 21 cm (9 15/16 x 8 1/4 in.)
framed: 43.5 x 39.4 cm (17 1/8 x 15 1/2 in.)",West Building,M-092,1,West Main Floor Gallery 92,E,https://api.nga.gov/iiif/7442ed4b-64f9-40fe-9b19-0e14b630e802,"https://api.nga.gov/iiif/7442ed4b-64f9-40fe-9b19-0e14b630e802/full/!200,200/0/default.jpg"
8714,137524,The Cartographer Professor Josef Jüttner and His Wife,Painting,12406,1824,Ferdinand Georg Waldmüller,"Waldmüller, Ferdinand Georg","Austrian, 1793 - 1865",Austrian,Austrian,1,artist,painter,,,,,,,oil on wood,"Gift of Marlene, Paul and John Herring","overall: 40.5 x 32.5 cm (15 15/16 x 12 13/16 in.)
framed: 54.6 x 46.7 x 6.7 cm (21 1/2 x 18 3/8 x 2 5/8 in.)",West Building,M-092,1,West Main Floor Gallery 92,E,https://api.nga.gov/iiif/ee893d45-9572-443e-90b3-86aa0c30b914,"https://api.nga.gov/iiif/ee893d45-9572-443e-90b3-86aa0c30b914/full/!200,200/0/default.jpg"
8714,46477,Caroline Mortier de Trévise,Painting,975,c. 1810/1812,Louis-Léopold Boilly,"Boilly, Louis-Léopold","French, 1761 - 1845",French,French,1,artist,artist,,,,,,,oil on canvas,Chester Dale Collection,"overall: 22.3 x 16.5 cm (8 3/4 x 6 1/2 in.)
framed: 33.8 x 28.3 x 5.7 cm (13 5/16 x 11 1/8 x 2 1/4 in.)",West Building,M-092,1,West Main Floor Gallery 92,E,https://api.nga.gov/iiif/d8ae297c-0057-41a0-9c52-deede67cc5f6,"https://api.nga.gov/iiif/d8ae297c-0057-41a0-9c52-deede67cc5f6/full/!200,200/0/default.jpg"
8714,46483,Italian Peasant Boy,Painting,1169,1825/1827,Jean-Baptiste-Camille Corot,"Corot, Jean-Baptiste-Camille","French, 1796 - 1875",French,French,1,artist,artist,,,,,,,oil on paper on canvas,Chester Dale Collection,"overall: 25.4 x 32.5 cm (10 x 12 13/16 in.)
framed: 44.5 x 51.1 cm (17 1/2 x 20 1/8 in.)",West Building,M-092,1,West Main Floor Gallery 92,E,https://api.nga.gov/iiif/4a30a65e-8568-49d4-8fbb-cb6ff033d27e,"https://api.nga.gov/iiif/4a30a65e-8568-49d4-8fbb-cb6ff033d27e/full/!200,200/0/default.jpg"
